"FIPS","County","State","Pop.in.Juvenile.Facilities..2010.","Pop.in.Mental..psych..hosp..2010.","ST.inpt.days.psych..2019.","ST.inpt.days.rehab..2019.","LT.inpt.days.gen.med..2019.","LT.inpt.days.in.psych..2019.","LT.inpt.days.rehab..2019.","Emergency.dept.visits..2019.","X3.yr.suicides..2017.2019.","Pop.est..2019.","Census.pop..2010.","Median.age..2010.","pct.white..2010.","pct.black..2010.","pct.am.ind..2010.","pct.asian..2010.","pct.PI..2010.","pct...2.race..2010.","pct.other..2010.","pct.urban.pop..2010.","med.HH.income..2019.est.","persons.in.poverty..2019.est.","no.HH..2010.","X..single.parent.HH..2010.","pct.25..hs.dip..15.19.","pct.25..hs.dip.or.mas..15.19.","pct.25..4yr.college..15.19.","no_obs","skateparks","Name","Deaths","Population","CrudeRate"
48001,"Anderson","TX",0,0,0,0,0,0,0,30711,19,57735,58458,39.1,66.1,21.1,0.4,0.5,0,1.7,10.2,32.9,48461,8702,17218,2145,18.7,81.3,10.6,NA,0,"Anderson County, TX",13819,1256976,"1099.4"
48003,"Andrews","TX",0,0,0,0,0,0,0,9307,NA,18705,14786,33.4,79.5,1.5,1,0.6,0,2,15.5,83.5,74918,1888,5259,625,27.7,72.3,12.2,1,1,"Andrews County, TX",2705,336436,"804.0"
48005,"Angelina","TX",11,0,6776,0,0,0,0,64544,13,86715,86771,36.3,72.1,15,0.5,0.9,0,1.8,9.8,56.9,51750,13131,31090,4239,18.1,81.9,16.9,1,1,"Angelina County, TX",18725,1867950,"1002.4"
48007,"Aransas","TX",3,0,0,0,0,0,0,0,NA,23510,23158,49,87.4,1.3,0.7,2,0,2.3,6.3,72.7,53085,4313,9795,891,15.5,84.5,21.9,1,1,"Aransas County, TX",6995,519808,"1345.7"
48009,"Archer","TX",0,0,0,0,0,0,0,0,NA,8553,9054,42.6,93.9,0.4,0.7,0.2,0,1.5,3.3,11,63731,877,3538,254,9.7,90.3,23.9,NA,0,"Archer County, TX",1718,194894,"881.5"
48011,"Armstrong","TX",0,0,0,0,0,0,0,0,NA,1887,1901,46.2,93.3,0.6,0.8,0,0,1.1,4.2,0,64424,194,751,46,13.1,86.9,22.8,NA,0,"Armstrong County, TX",619,43288,"1430.0"
48013,"Atascosa","TX",0,8,0,0,0,0,0,21051,NA,51153,44911,36.2,84.9,0.8,0.8,0.3,0.1,2.3,10.9,39.3,57309,7434,15246,2073,22.9,77.1,14.4,2,2,"Atascosa County, TX",8086,989312,"817.3"
48015,"Austin","TX",26,0,0,0,0,0,0,5000,NA,30032,28417,40.7,78.8,9.4,0.5,0.4,0,2.2,8.8,33.7,68311,3312,10837,1085,16,84,23.9,1,1,"Austin County, TX",6061,606805,"998.8"
48017,"Bailey","TX",0,0,0,0,0,0,0,2729,NA,7000,7165,32.5,75.3,1.2,1.4,0.4,0.1,2,19.6,71.2,46174,1093,2468,298,23.1,76.9,17.2,NA,0,"Bailey County, TX",1352,152921,"884.1"
48019,"Bandera","TX",118,0,0,0,0,0,0,0,NA,23112,20485,48.8,92.8,0.5,0.8,0.3,0,1.8,3.8,0,59604,2947,8564,578,10.7,89.3,22.8,NA,0,"Bandera County, TX",4391,448206,"979.7"
48021,"Bastrop","TX",0,0,0,0,0,0,0,6502,15,88723,74171,38.4,73.8,7.8,1,0.7,0.1,2.9,13.8,36.1,62627,12091,25840,2944,18.1,81.9,20.7,1,1,"Bastrop County, TX",12664,1619517,"782.0"
48023,"Baylor","TX",0,0,0,0,0,0,0,2134,NA,3509,3726,47,91.5,2,0.3,0.1,0.1,2.1,3.9,0,41539,546,1669,130,14.5,85.5,22.8,NA,0,"Baylor County, TX",1399,82854,"1688.5"
48025,"Bee","TX",64,0,0,0,0,0,0,23173,NA,32565,31861,35.4,78.8,8.1,0.5,0.6,0.1,2.3,9.7,57,44171,5938,9042,1369,24.6,75.4,8.9,2,2,"Bee County, TX",5352,710723,"753.0"
48027,"Bell","TX",37,40,16099,0,0,0,0,282829,66,362924,310235,29.6,61.4,21.5,0.8,2.8,0.8,5,7.7,84.8,54831,48565,114035,16476,9,91,25.2,3,3,"Bell County, TX",42455,6619482,"641.4"
48029,"Bexar","TX",739,517,110698,50869,0,85637,0,1038119,258,2003554,1714773,32.8,72.9,7.5,0.8,2.4,0.1,3.5,12.7,95.5,58956,298018,608931,88035,15.8,84.2,28,15,15,"Bexar County, TX",258866,37395231,"692.2"
48031,"Blanco","TX",0,0,0,0,0,0,0,0,NA,11931,10497,46.7,90.3,0.7,0.7,0.5,0,1.9,5.9,0,68404,1022,4309,316,9.9,90.1,26.5,1,1,"Blanco County, TX",2407,225565,"1067.1"
48033,"Borden","TX",0,0,0,0,0,0,0,0,NA,654,641,46,93.6,0,0.3,0.2,0,1.6,4.4,0,71926,69,264,10,5.3,94.7,39.5,1,1,"Borden County, TX",105,14422,"728.1"
48035,"Bosque","TX",0,0,0,0,0,0,0,4654,NA,18685,18212,45.2,89.9,1.6,0.6,0.2,0,1.7,5.9,18.8,55179,2513,7254,631,13.5,86.5,19.8,2,2,"Bosque County, TX",5630,395196,"1424.6"
48037,"Bowie","TX",16,0,0,26119,0,0,0,105425,17,93245,92565,37.9,68.8,24.2,0.7,0.8,0.1,2.1,3.3,64.6,51207,14627,34669,4938,11.2,88.8,20.6,1,1,"Bowie County, TX",22026,2015139,"1093.0"
48039,"Brazoria","TX",164,0,0,13886,0,0,0,66556,49,374264,313166,35.1,70.1,12.1,0.6,5.5,0,2.6,9.2,77.5,83704,31116,106589,12325,12.1,87.9,30,1,1,"Brazoria County, TX",44444,6788887,"654.7"
48041,"Brazos","TX",87,0,13362,16803,0,0,0,115928,22,229211,194851,24.5,73.3,11,0.4,5.2,0.1,2.3,7.7,87.9,54471,42898,71739,6574,12.8,87.2,41.7,4,4,"Brazos County, TX",19636,4200418,"467.5"
48043,"Brewster","TX",0,0,0,0,0,0,0,6215,NA,9203,9232,41.5,86.6,1.1,1.1,0.7,0.1,2.8,7.6,65.1,48581,1198,4207,330,14.3,85.7,40,NA,0,"Brewster County, TX",1716,199683,"859.4"
48045,"Briscoe","TX",0,0,0,0,0,0,0,0,NA,1546,1637,45.7,87.5,2.5,0.2,0,0,2.4,7.3,0,44259,232,692,45,13.9,86.1,19.8,NA,0,"Briscoe County, TX",434,35973,"1206.5"
48047,"Brooks","TX",0,0,0,0,0,0,0,0,NA,7093,7223,37.7,89.6,0.5,0.3,0.3,0,1.4,7.9,68.2,31410,2082,2642,472,31.2,68.8,15.7,NA,0,"Brooks County, TX",1783,162609,"1096.5"
48049,"Brown","TX",120,0,0,0,0,0,0,21690,NA,37864,38106,40.1,86.5,3.6,0.6,0.4,0,2.1,6.7,59.6,56040,4965,14778,1613,12.8,87.2,19.1,1,1,"Brown County, TX",10768,834290,"1290.7"
48051,"Burleson","TX",0,0,0,0,0,0,0,5867,NA,18443,17187,43,77.9,12.2,0.6,0.2,0,1.9,7.2,23.3,61745,2506,6822,642,17.5,82.5,17.3,NA,0,"Burleson County, TX",4214,379769,"1109.6"
48053,"Burnet","TX",8,0,0,0,0,0,0,30117,NA,48155,42750,43.2,88.5,1.8,0.7,0.5,0,1.9,6.7,44.3,62827,4943,16511,1508,11.7,88.3,25.4,3,3,"Burnet County, TX",9690,926459,"1045.9"
48055,"Caldwell","TX",168,0,0,0,0,0,0,9816,NA,43664,38066,34.8,75.8,6.8,0.8,0.9,0,2.5,13.1,57.7,55301,6044,12301,1673,21.8,78.2,14.6,2,2,"Caldwell County, TX",6943,838100,"828.4"
48057,"Calhoun","TX",0,0,0,0,0,0,0,9598,NA,21290,21381,38.4,81.5,2.6,0.5,4.4,0,2.1,8.8,55.3,55909,3088,7766,926,20.7,79.3,14.2,1,1,"Calhoun County, TX",4298,466308,"921.7"
48059,"Callahan","TX",0,0,0,0,0,0,0,0,NA,13943,13544,43,93.9,1,0.6,0.4,0.1,1.8,2.2,27.8,50812,1675,5447,509,11.8,88.2,21,NA,0,"Callahan County, TX",3576,295277,"1211.1"
48061,"Cameron","TX",241,19,18628,10957,0,0,0,193687,37,423163,406220,30.6,87,0.5,0.4,0.7,0,1.5,9.8,91.6,40893,106976,119631,20974,32.1,67.9,17.3,3,3,"Cameron County, TX",52906,8628899,"613.1"
48063,"Camp","TX",0,0,0,0,0,0,0,14514,NA,13094,12401,38.3,67.8,17.4,0.7,0.5,0.1,2.7,10.8,38.5,47091,2151,4678,595,12.8,87.2,19.4,NA,0,"Camp County, TX",3246,270058,"1202.0"
48065,"Carson","TX",0,0,0,0,0,0,0,0,NA,5926,6182,42.4,93.9,0.6,1.1,0.3,0,1.7,2.5,4.8,69760,504,2452,201,6.7,93.3,28.4,1,1,"Carson County, TX",1445,136891,"1055.6"
48067,"Cass","TX",0,0,0,0,0,0,0,0,NA,30026,30464,43.1,79,17.4,0.5,0.3,0,1.4,1.3,26,44529,5103,12429,1459,14.1,85.9,16.4,NA,0,"Cass County, TX",8900,664301,"1339.8"
48069,"Castro","TX",0,0,0,0,0,0,0,2154,NA,7530,8062,33.9,68.6,2,0.9,0.4,0,1.6,26.4,54.2,51736,1138,2744,298,25.9,74.1,15.6,1,1,"Castro County, TX",1393,173899,"801.0"
48071,"Chambers","TX",0,0,0,0,0,0,0,4059,NA,43837,35096,36.1,78.6,8.2,0.6,1,0.1,2.1,9.5,54.3,93351,3761,11952,1222,11.5,88.5,22.7,1,1,"Chambers County, TX",5302,752433,"704.6"
48073,"Cherokee","TX",0,268,0,0,0,100897,0,30438,NA,52646,50845,37.4,71.7,14.7,0.7,0.5,0,2.2,10.2,37,46576,8221,17894,2220,21,79,17.2,NA,0,"Cherokee County, TX",11757,1099831,"1069.0"
48075,"Childress","TX",0,0,0,0,0,0,0,5451,NA,7306,7041,33.7,82,9.9,0.6,0.7,0,1.4,5.3,66.9,44095,1217,2326,246,18,82,18.3,NA,0,"Childress County, TX",1754,158996,"1103.2"
48077,"Clay","TX",0,0,0,0,0,0,0,2241,NA,10471,10752,44.8,95.1,0.5,1.1,0.3,0,1.7,1.3,25.4,59983,1191,4319,327,9.5,90.5,21.4,1,1,"Clay County, TX",2552,237152,"1076.1"
48079,"Cochran","TX",31,0,0,0,0,0,0,446,NA,2853,3127,35.7,73.2,4,1.2,0.2,0.1,2.7,18.7,0,43742,545,1113,138,32.3,67.7,8,1,1,"Cochran County, TX",735,70009,"1049.9"
48081,"Coke","TX",0,0,0,0,0,0,0,0,NA,3387,3320,48.4,91.4,0.2,1.1,0.2,0,1.9,5.1,0,48435,437,1466,112,16.3,83.7,17.8,NA,0,"Coke County, TX",1202,75781,"1586.1"
48083,"Coleman","TX",0,0,0,0,0,0,0,3698,NA,8175,8895,46.3,88.2,2.2,0.7,0.4,0,1.9,6.7,48.5,44834,1429,3857,364,13.5,86.5,15.8,NA,0,"Coleman County, TX",3105,191580,"1620.7"
48085,"Collin","TX",5,0,13181,37521,0,0,0,317668,114,1034730,782341,35,71.6,8.5,0.6,11.2,0.1,3,5.1,94.8,96847,62612,283759,25650,6.2,93.8,52.3,6,6,"Collin County, TX",70391,16922693,"416.0"
48087,"Collingsworth","TX",0,0,0,0,0,0,0,1110,NA,2920,3057,38.6,76.5,4.4,1.7,0.1,0,4.1,13.2,0,40314,566,1179,135,26.1,73.9,20.2,NA,0,"Collingsworth County, TX",953,66723,"1428.3"
48089,"Colorado","TX",0,0,0,0,0,0,0,10348,NA,21493,20874,43.6,75.1,13.1,0.6,0.4,0.1,1.9,8.8,37.4,55607,2867,8182,786,16.9,83.1,21,NA,0,"Colorado County, TX",5728,456804,"1253.9"
48091,"Comal","TX",61,0,0,11747,0,0,0,29341,28,156209,108472,42.5,89.5,1.6,0.6,0.8,0,2.2,5.4,53.9,87976,10407,41363,3444,7.4,92.6,36.8,5,5,"Comal County, TX",21058,2437372,"864.0"
48093,"Comanche","TX",0,0,0,0,0,0,0,5194,NA,13635,13974,43.3,88.9,0.4,0.7,0.3,0,1.6,8.2,28.5,54122,1818,5580,487,15.5,84.5,20.3,NA,0,"Comanche County, TX",4083,301811,"1352.8"
48095,"Concho","TX",0,0,0,0,0,0,0,1448,NA,2726,4087,41.4,86.9,1.9,0.4,0.3,0.1,1.9,8.4,0,43321,404,1041,99,32.1,67.9,13,NA,0,"Concho County, TX",734,85124,"862.3"
48097,"Cooke","TX",261,0,0,0,0,0,0,10267,11,41257,38437,39.4,85.7,2.7,1,0.8,0,2.2,7.5,41,61186,5155,14513,1520,13.9,86.1,20.9,3,3,"Cooke County, TX",8838,847528,"1042.8"
48099,"Coryell","TX",0,0,0,0,0,0,0,7862,16,75951,75388,29.8,70.3,15.8,0.8,1.9,0.9,5,5.1,80.6,53083,7529,22545,2994,12,88,16.1,1,1,"Coryell County, TX",9085,1640622,"553.8"
48101,"Cottle","TX",0,0,0,0,0,0,0,0,NA,1398,1505,47.1,80.5,8.8,0.3,0,0.1,2.1,8.2,0,40449,264,677,67,23.8,76.2,16.8,NA,0,"Cottle County, TX",538,34249,"1570.8"
48103,"Crane","TX",0,0,0,0,0,0,0,1388,NA,4797,4375,35.2,74.1,2.9,1,0.4,0,2.3,19.4,89.3,68626,451,1471,166,20.5,79.5,14.7,NA,0,"Crane County, TX",867,95795,"905.1"
48105,"Crockett","TX",0,0,0,0,0,0,0,0,NA,3464,3719,39.1,83.1,0.8,0.9,0.3,0.1,1.7,13,77.3,54165,476,1422,146,23,77,14,1,1,"Crockett County, TX",848,82883,"1023.1"
48107,"Crosby","TX",0,0,0,0,0,0,0,2312,NA,5737,6059,37.9,79,3.4,0.6,0.1,0.1,2,14.8,0,38871,1247,2237,298,24,76,13.2,NA,0,"Crosby County, TX",1654,137944,"1199.0"
48109,"Culberson","TX",0,0,0,0,0,0,0,1852,NA,2171,2398,38,78.9,0.6,1.3,1,0,2.8,15.4,0,44462,424,908,127,33.7,66.3,10.2,NA,0,"Culberson County, TX",435,54653,"795.9"
48111,"Dallam","TX",0,0,0,0,0,0,0,4711,NA,7287,6703,32.2,80.1,1.3,1.2,0.6,0.1,3.7,13,76.5,55793,821,2448,277,29.6,70.4,15.8,1,1,"Dallam County, TX",1106,146952,"752.6"
48113,"Dallas","TX",603,11,92994,80394,0,0,0,992433,301,2635516,2368139,32.5,53.5,22.3,0.7,5,0.1,2.8,15.5,99.3,61807,363567,855960,122066,20.7,79.3,31.5,6,6,"Dallas County, TX",328557,52777962,"622.5"
48115,"Dawson","TX",4,0,0,0,0,0,0,6283,NA,12728,13833,33.4,76.7,6.5,0.7,0.4,0.1,2.3,13.4,83.7,48165,2338,4385,562,30.1,69.9,14.2,1,1,"Dawson County, TX",3111,303425,"1025.3"
48117,"Deaf Smith","TX",7,0,0,0,0,0,0,8014,NA,18546,19372,31,77.8,1.2,0.9,0.3,0,2.4,17.3,82.3,46178,3104,6365,947,26.2,73.8,12,1,1,"Deaf Smith County, TX",3390,414621,"817.6"
48119,"Delta","TX",0,0,0,0,0,0,0,0,NA,5331,5231,44,85.3,7.3,1.4,0.6,0,2.8,2.7,0,51348,844,2088,214,12.2,87.8,25.1,NA,0,"Delta County, TX",1583,116265,"1361.5"
48121,"Denton","TX",137,0,79042,23831,0,0,0,243339,104,887207,662614,33,75,8.4,0.7,6.6,0.1,2.9,6.3,93.1,90910,56476,240289,22933,7.5,92.5,45.1,7,7,"Denton County, TX",61460,14494566,"424.0"
48123,"DeWitt","TX",26,0,0,0,0,0,0,9509,NA,20160,20097,42.8,75.7,9.3,0.4,0.2,0,2.3,12,50.4,52544,3135,7407,855,19.2,80.8,12.6,NA,0,"DeWitt County, TX",5687,445110,"1277.7"
48125,"Dickens","TX",0,0,0,0,0,0,0,0,NA,2211,2444,42.3,84,4.1,1.6,0.9,0,1.7,7.9,0,41973,366,930,68,15.6,84.4,18.5,NA,0,"Dickens County, TX",685,53405,"1282.7"
48127,"Dimmit","TX",12,0,0,0,0,0,0,9956,NA,10124,9996,35.7,88.6,1,0.3,0.6,0,1.6,7.9,60.5,40315,2537,3421,582,33.6,66.4,13.6,NA,0,"Dimmit County, TX",1963,225274,"871.4"
48129,"Donley","TX",0,0,0,0,0,0,0,0,NA,3278,3677,42.5,89.9,4.5,0.5,0.2,0.1,1.8,3,0,41093,500,1517,134,11.3,88.7,17.9,1,1,"Donley County, TX",1145,79993,"1431.4"
48131,"Duval","TX",0,0,0,0,0,0,0,0,NA,11157,11782,37.3,87,0.9,0.4,0.2,0,1.7,9.8,33,37100,2515,4090,619,31.4,68.6,9,NA,0,"Duval County, TX",2743,263595,"1040.6"
48133,"Eastland","TX",24,0,0,0,0,0,0,8666,NA,18360,18583,42.7,89.9,1.8,0.7,0.3,0,1.6,5.7,39.7,46991,2926,7465,735,15.6,84.4,16,NA,0,"Eastland County, TX",5896,404297,"1458.3"
48135,"Ector","TX",41,0,0,0,0,0,0,84846,24,166223,137130,31.4,76.3,4.5,1,0.8,0.1,2.5,14.9,90.5,65564,19781,48688,7293,24,76,15.4,1,1,"Ector County, TX",25382,3081664,"823.6"
48137,"Edwards","TX",0,0,0,0,0,0,0,0,NA,1932,2002,47.2,86.9,0.5,1.3,0.3,0,1.1,9.8,0,40424,399,839,67,27.9,72.1,18.2,1,1,"Edwards County, TX",451,44087,"1023.0"
48139,"Ellis","TX",177,0,0,0,0,0,0,77398,28,184826,149610,35,78.6,9,0.6,0.6,0.1,2.2,8.9,68,78341,15932,50503,5933,13.8,86.2,24.3,NA,0,"Ellis County, TX",23468,3232313,"726.0"
48141,"El Paso","TX",181,0,80515,8578,0,0,0,368773,93,839238,800647,31.3,82.1,3.1,0.8,1,0.1,2.5,10.5,97.8,48629,154504,256557,43871,21.5,78.5,23.3,17,17,"El Paso County, TX",106896,17093880,"625.3"
48143,"Erath","TX",68,0,0,0,0,0,0,17637,NA,42698,37890,31,85.6,1.2,0.8,0.7,0,1.7,10,53.7,53044,5937,14569,1172,11.7,88.3,31.5,1,1,"Erath County, TX",7124,832983,"855.2"
48145,"Falls","TX",0,0,0,0,0,0,0,5569,NA,17297,17866,39.9,60.6,25.3,0.6,0.3,0.1,1.9,11.3,32.6,41484,3314,6302,787,23.1,76.9,12.4,NA,0,"Falls County, TX",4515,390438,"1156.4"
48147,"Fannin","TX",0,0,0,0,0,0,0,10957,NA,35514,33915,41,86,6.8,1.1,0.4,0,2.1,3.6,29.5,56123,4287,12149,1221,14.5,85.5,17.4,NA,0,"Fannin County, TX",9459,736271,"1284.7"
48149,"Fayette","TX",13,0,0,0,0,0,0,8736,NA,25346,24554,46.4,83.5,6.6,0.7,0.3,0,1.4,7.5,32.9,62195,2710,10078,806,13.9,86.1,19.7,1,1,"Fayette County, TX",7000,529705,"1321.5"
48151,"Fisher","TX",0,0,0,0,0,0,0,1284,NA,3830,3974,45.7,86.7,3.4,0.5,0.2,0,2,7.2,0,51053,508,1668,142,13.9,86.1,18.6,NA,0,"Fisher County, TX",1201,88320,"1359.8"
48153,"Floyd","TX",0,0,0,0,0,0,0,2189,NA,5712,6446,38.5,76.3,3.6,0.7,0.2,0,1.2,18,46.7,45022,979,2402,285,25.8,74.2,15.9,NA,0,"Floyd County, TX",1635,144707,"1129.9"
48155,"Foard","TX",0,0,0,0,0,0,0,0,NA,1155,1336,46.7,90.6,4,0.2,0.4,0,0.7,4,0,38615,190,573,47,18.1,81.9,16.2,NA,0,"Foard County, TX",447,29982,"1490.9"
48157,"Fort Bend","TX",143,0,18719,16335,0,0,0,226145,83,811688,585375,35,50.6,21.5,0.4,17,0,2.9,7.6,94.5,101361,53151,187384,21064,9.4,90.6,46.2,3,3,"Fort Bend County, TX",53111,12732616,"417.1"
48159,"Franklin","TX",0,0,0,0,0,0,0,0,NA,10725,10605,42.1,86.5,3.9,0.7,0.5,0,1.8,6.6,30.9,50630,1528,4159,445,8.7,91.3,26.6,1,1,"Franklin County, TX",2550,228161,"1117.6"
48161,"Freestone","TX",29,0,0,0,0,0,0,7999,NA,19717,19816,40.9,73.1,16.1,0.7,0.3,0,1.6,8.1,33.5,52511,2801,7259,684,17.4,82.6,15.3,NA,0,"Freestone County, TX",4752,422396,"1125.0"
