"FIPS","County","State","Pop.in.Juvenile.Facilities..2010.","Pop.in.Mental..psych..hosp..2010.","ST.inpt.days.psych..2019.","ST.inpt.days.rehab..2019.","LT.inpt.days.gen.med..2019.","LT.inpt.days.in.psych..2019.","LT.inpt.days.rehab..2019.","Emergency.dept.visits..2019.","X3.yr.suicides..2017.2019.","Pop.est..2019.","Census.pop..2010.","Median.age..2010.","pct.white..2010.","pct.black..2010.","pct.am.ind..2010.","pct.asian..2010.","pct.PI..2010.","pct...2.race..2010.","pct.other..2010.","pct.urban.pop..2010.","med.HH.income..2019.est.","persons.in.poverty..2019.est.","no.HH..2010.","X..single.parent.HH..2010.","pct.25..hs.dip..15.19.","pct.25..hs.dip.or.mas..15.19.","pct.25..4yr.college..15.19.","no_obs","skateparks","Name","Deaths","Population","CrudeRate"
48337,"Montague","TX",0,0,0,0,0,0,0,2692,NA,19818,19719,43.6,93.2,0.3,0.9,0.3,0,1.6,3.6,41.1,53649,2517,7989,704,14.3,85.7,16.9,4,4,"Montague County, TX",6276,429653,"1460.7"
48339,"Montgomery","TX",3,0,26424,25684,0,0,0,141064,95,607391,455746,36.1,83.5,4.3,0.7,2.1,0.1,2.3,7,77.3,88833,53807,162530,16513,12.3,87.7,34.5,11,11,"Montgomery County, TX",64954,9887130,"657.0"
48341,"Moore","TX",0,0,0,0,0,0,0,7291,NA,20940,21904,30.7,72.5,1.5,1.3,6.1,0.1,2.1,16.4,83.2,55099,2463,7197,951,32.7,67.3,14.3,2,2,"Moore County, TX",3171,465139,"681.7"
48343,"Morris","TX",0,0,0,0,0,0,0,0,NA,12388,12934,42.2,69.7,23,0.7,0.3,0.1,2,4.2,21.6,43304,2220,5226,654,11.4,88.6,14.3,NA,0,"Morris County, TX",3897,282858,"1377.7"
48345,"Motley","TX",0,0,0,0,0,0,0,0,NA,1200,1210,49,92.1,2,0.8,0,0,1.1,4,0,40217,210,542,41,12.5,87.5,16.8,NA,0,"Motley County, TX",416,27324,"1522.5"
48347,"Nacogdoches","TX",25,0,0,0,0,0,0,54337,12,65204,64524,29.8,68.6,18.2,0.6,1.2,0,2,9.4,53.5,46207,12571,23861,2805,17.1,82.9,24.5,NA,0,"Nacogdoches County, TX",12513,1388720,"901.0"
48349,"Navarro","TX",122,0,0,0,0,0,0,22730,11,50113,47735,37.1,69.4,13.8,0.6,0.5,0.8,2.2,12.5,47.3,48649,6586,17380,2222,21.6,78.4,15.9,1,1,"Navarro County, TX",11499,1046077,"1099.2"
48351,"Newton","TX",0,0,0,0,0,0,0,0,NA,13595,14445,40.7,76.9,20.1,0.6,0.4,0,1.5,0.6,0,45890,2933,5476,648,16.6,83.4,9.7,NA,0,"Newton County, TX",3568,315800,"1129.8"
48353,"Nolan","TX",0,0,0,0,0,0,0,11123,NA,14714,15216,39,83.6,4.7,0.6,0.4,0,2.3,8.3,67.3,46389,2496,5999,799,17.7,82.3,15.2,NA,0,"Nolan County, TX",4171,331723,"1257.4"
48355,"Nueces","TX",136,0,0,11154,0,0,0,197697,54,362294,340223,35.1,81.5,4,0.6,1.7,0.1,2.4,9.6,93.6,56079,58465,124587,18387,17.2,82.8,21.8,3,3,"Nueces County, TX",59760,7464037,"800.6"
48357,"Ochiltree","TX",0,0,0,0,0,0,0,3157,NA,9836,10223,31.8,85.6,0.4,1,0.3,0,2.3,10.4,86.1,62567,1115,3617,431,25.6,74.4,15.6,1,1,"Ochiltree County, TX",1727,216895,"796.2"
48359,"Oldham","TX",250,0,0,0,0,0,0,0,NA,2112,2052,34.4,90.2,3,0.6,0.8,0,1.5,3.9,0,59404,245,691,49,9.7,90.3,22,NA,0,"Oldham County, TX",353,45700,"772.4"
48361,"Orange","TX",11,0,0,0,0,0,0,0,17,83396,81837,38.6,86.1,8.5,0.5,1,0.1,1.7,2.1,64.8,62976,10307,31031,3844,12.1,87.9,15.5,NA,0,"Orange County, TX",20442,1834351,"1114.4"
48363,"Palo Pinto","TX",0,0,0,0,0,0,0,18836,NA,29189,28111,40.3,87.1,2.2,0.7,0.5,0,1.8,7.6,49.8,50159,4960,10871,1218,15.8,84.2,16.6,1,1,"Palo Pinto County, TX",7323,613593,"1193.5"
48365,"Panola","TX",0,0,0,0,0,0,0,9815,NA,23194,23796,38.9,76.8,16.3,0.4,0.3,0,1.8,4.5,27.3,56882,3266,9271,1047,17.1,82.9,16.1,NA,0,"Panola County, TX",5986,513865,"1164.9"
48367,"Parker","TX",28,0,0,5423,0,0,0,26856,24,142878,116927,38.9,91.4,1.6,0.8,0.5,0,1.8,3.8,43.9,82501,11524,42069,3844,11.4,88.6,26.4,4,4,"Parker County, TX",20759,2520084,"823.7"
48369,"Parmer","TX",0,0,0,0,0,0,0,2048,NA,9605,10269,31.9,77.6,1.2,1,0.2,0.2,2.1,17.7,40,50607,1123,3413,347,29.2,70.8,17.9,NA,0,"Parmer County, TX",1768,219549,"805.3"
48371,"Pecos","TX",0,0,0,0,0,0,0,7254,NA,15823,15507,36.6,79.4,3.7,0.8,0.5,0,2.1,13.5,60.2,52763,2562,4894,641,30.9,69.1,9.8,NA,0,"Pecos County, TX",2698,347750,"775.8"
48373,"Polk","TX",0,0,0,0,0,0,0,26480,13,51353,45413,42.9,77.3,11.5,1.9,0.4,0,1.7,7.2,22.4,50416,7839,16503,1784,18.4,81.6,13.1,1,1,"Polk County, TX",13695,1013878,"1350.8"
48375,"Potter","TX",0,0,0,7344,0,0,0,137614,30,117415,121073,33,69.8,10.2,0.8,4,0.1,3,12.1,91,41138,22514,42933,6830,23,77,14.9,2,2,"Potter County, TX",26782,2614034,"1024.5"
48377,"Presidio","TX",0,0,0,0,0,0,0,0,NA,6704,7818,38.5,85.9,0.6,0.7,1,0,1.9,9.9,59.5,33499,1286,2906,353,46.6,53.4,21.2,NA,0,"Presidio County, TX",987,161489,"611.2"
48379,"Rains","TX",0,0,0,0,0,0,0,0,NA,12514,10914,45.8,91.2,2.3,1,0.5,0,1.6,3.4,6.8,65657,1667,4377,419,14.6,85.4,13.7,NA,0,"Rains County, TX",2824,239324,"1180.0"
48381,"Randall","TX",142,0,0,0,0,0,0,0,31,137713,120725,35.3,88.9,2.4,0.7,1.4,0,2.2,4.4,85.6,70694,12178,47975,4563,7.7,92.3,32.4,2,2,"Randall County, TX",20224,2644844,"764.7"
48383,"Reagan","TX",0,0,0,0,0,0,0,429,NA,3849,3367,33.5,77.1,2.1,0.6,0.2,0,1.8,18.2,86.7,67384,340,1156,118,17.8,82.2,10.5,NA,0,"Reagan County, TX",580,75869,"764.5"
48385,"Real","TX",0,0,0,0,0,0,0,0,NA,3452,3309,50.5,90.5,0.7,1.1,0.1,0.4,2,5.3,0,40834,597,1374,121,16.7,83.3,17.4,NA,0,"Real County, TX",1046,71861,"1455.6"
48387,"Red River","TX",0,0,0,0,0,0,0,0,NA,12023,12860,45.1,76.5,17.4,1,0.2,0,1.8,3.2,24.3,41325,2322,5469,600,14.6,85.4,12.5,NA,0,"Red River County, TX",4461,285769,"1561.1"
48389,"Reeves","TX",0,0,0,0,0,0,0,10558,NA,15976,13783,35.4,77.2,5,0.5,0.9,0,1.5,14.9,85.5,48990,2833,3839,554,30.3,69.7,12.3,1,1,"Reeves County, TX",2453,305590,"802.7"
48391,"Refugio","TX",0,0,0,0,0,0,0,3744,NA,6948,7383,43,80.5,6.5,0.6,0.4,0,2,10,39.3,46883,1224,2841,330,19.7,80.3,11.5,NA,0,"Refugio County, TX",2030,162919,"1246.0"
48393,"Roberts","TX",0,0,0,0,0,0,0,0,NA,854,929,41.3,93.8,0.1,0.3,0.2,0,2,3.6,0,70705,63,359,19,7.3,92.7,25,2,2,"Roberts County, TX",211,19322,"1092.0"
48395,"Robertson","TX",6,0,0,0,0,0,0,0,NA,17074,16622,40.4,67.7,21.6,0.6,0.6,0,2,7.6,26.1,47016,3499,6541,858,15.5,84.5,16.1,NA,0,"Robertson County, TX",4322,364269,"1186.5"
48397,"Rockwall","TX",0,0,0,0,0,0,0,32321,16,104915,78337,35.9,83.6,5.8,0.6,2.4,0.1,2.1,5.4,84,105763,4991,26448,2450,7.3,92.7,40.7,3,3,"Rockwall County, TX",10023,1651282,"607.0"
48399,"Runnels","TX",0,0,0,0,0,0,0,3133,NA,10264,10501,42.3,83.2,1.8,0.7,0.2,0,1.7,12.4,59.2,48650,1729,4165,487,20.8,79.2,18.1,NA,0,"Runnels County, TX",3181,233863,"1360.2"
48401,"Rusk","TX",0,0,0,0,0,0,0,14917,NA,54406,53330,38.6,72.2,17.7,0.5,0.4,0,2,7.1,34.1,56036,7426,18476,2109,19.4,80.6,15.5,2,2,"Rusk County, TX",11923,1135269,"1050.2"
48403,"Sabine","TX",0,0,0,0,0,0,0,3977,NA,10542,10834,50.5,89.1,7.2,0.5,0.3,0,1.6,1.2,0,43778,1834,4738,427,15.3,84.7,17.6,NA,0,"Sabine County, TX",3722,231214,"1609.8"
48405,"San Augustine","TX",0,0,0,0,0,0,0,4479,NA,8237,8865,47.1,71.9,22.7,0.4,0.3,0,1.4,3.3,0,40094,1799,3625,374,17.7,82.3,14,NA,0,"San Augustine County, TX",2995,192694,"1554.3"
48407,"San Jacinto","TX",0,0,0,0,0,0,0,0,NA,28859,26384,43,82.2,10.3,0.6,0.5,0,2,4.4,0,42633,4809,10096,1099,15.5,84.5,11.2,NA,0,"San Jacinto County, TX",6032,571477,"1055.5"
48409,"San Patricio","TX",76,0,0,0,0,0,0,0,NA,66730,64804,36.1,85.9,1.7,0.6,0.8,0.1,2.4,8.5,80.3,57302,9507,22637,3174,20.1,79.9,15.6,4,4,"San Patricio County, TX",12869,1465509,"878.1"
48411,"San Saba","TX",26,0,0,0,0,0,0,0,NA,6055,6131,40.6,84.3,3.3,0.8,0.2,0,1.5,9.9,50.6,46061,1104,2257,198,25.2,74.8,14.1,NA,0,"San Saba County, TX",1625,132271,"1228.5"
48413,"Schleicher","TX",0,0,0,0,0,0,0,703,NA,2793,3461,33.7,80.3,1.1,0.5,0.1,0,2.8,15.2,0,53286,417,1182,121,20.4,79.6,16.6,NA,0,"Schleicher County, TX",661,67959,"972.6"
48415,"Scurry","TX",0,0,0,0,0,0,0,8507,NA,16703,16921,36.8,78.7,4.7,0.6,0.3,0,2.3,13.3,68.3,56299,2217,5838,686,21.3,78.7,16.2,1,1,"Scurry County, TX",3765,366853,"1026.3"
48417,"Shackelford","TX",7,0,0,0,0,0,0,0,NA,3265,3378,42.9,93.1,0.9,0.6,0.3,0,1.8,3.3,0,65095,413,1367,126,13.6,86.4,30.5,NA,0,"Shackelford County, TX",832,73168,"1137.1"
48419,"Shelby","TX",0,0,0,0,0,0,0,0,NA,25274,25448,37.6,68.6,17.4,0.3,0.3,0,1.4,11.9,20.6,39708,5346,9648,1099,23.6,76.4,13.8,NA,0,"Shelby County, TX",6681,558726,"1195.8"
48421,"Sherman","TX",0,0,0,0,0,0,0,0,NA,3022,3034,36.8,88.3,0.5,0.8,0.2,0,1.5,8.7,0,55473,331,1081,93,21,79,15,2,2,"Sherman County, TX",591,67407,"876.8"
48423,"Smith","TX",127,45,0,37667,0,0,0,153695,50,232751,209714,35.6,70.1,17.9,0.5,1.2,0,2,8.1,68.4,59538,29285,79055,9081,14.2,85.8,26.4,2,2,"Smith County, TX",42009,4523343,"928.7"
48425,"Somervell","TX",5,0,0,0,0,0,0,5554,NA,9128,8490,40.3,85,0.7,0.8,0.6,0,2.7,10.1,0,67897,842,3078,275,10.4,89.6,26.4,NA,0,"Somervell County, TX",1815,179347,"1012.0"
48427,"Starr","TX",0,0,0,0,0,0,0,10437,NA,64633,60968,29,96.1,0.1,0.1,0.2,0,0.5,3,76.3,32516,20741,17001,2781,46.7,53.3,9.9,NA,0,"Starr County, TX",8006,1323111,"605.1"
48429,"Stephens","TX",0,0,0,0,0,0,0,4324,NA,9366,9630,40.1,84.7,2.1,0.5,0.3,0,1.7,10.6,60.6,46658,1477,3665,379,21.5,78.5,16.2,NA,0,"Stephens County, TX",2557,208685,"1225.3"
48431,"Sterling","TX",0,0,0,0,0,0,0,0,NA,1291,1143,41.8,88.6,1.2,2,0,0,1.9,6.2,0,66790,134,440,36,10.6,89.4,9.5,NA,0,"Sterling County, TX",282,27822,"1013.6"
48433,"Stonewall","TX",0,0,0,0,0,0,0,666,NA,1350,1490,46.3,87.7,2.6,0.5,0.9,0,1.9,6.3,0,48267,199,642,52,18.7,81.3,14.8,NA,0,"Stonewall County, TX",518,32036,"1616.9"
48435,"Sutton","TX",0,0,0,0,0,0,0,1809,NA,3776,4128,38.7,88.7,0.4,0.4,0.2,0,1.5,8.7,81.2,63427,494,1550,160,26.1,73.9,17.1,NA,0,"Sutton County, TX",761,88835,"856.6"
48437,"Swisher","TX",0,0,0,0,0,0,0,1934,NA,7397,7854,37,75.1,7.2,0.9,0.1,0.1,1.9,14.6,62.4,44388,1393,2762,322,26.7,73.3,15.3,NA,0,"Swisher County, TX",1843,171892,"1072.2"
48439,"Tarrant","TX",158,83,72211,92346,0,0,0,915999,272,2102515,1809034,33.4,66.6,14.9,0.7,4.7,0.2,3,10,98.7,70130,211454,657134,84354,13.9,86.1,32.3,8,8,"Tarrant County, TX",248348,39288156,"632.1"
48441,"Taylor","TX",103,0,23448,15707,0,0,0,100263,26,138034,131506,32.8,79.4,7.4,0.7,1.6,0.1,3.2,7.6,84,54465,18724,50725,6009,10.7,89.3,25.2,2,2,"Taylor County, TX",27909,2890457,"965.6"
48443,"Terrell","TX",0,0,0,0,0,0,0,0,NA,776,984,44.5,84.1,0.7,0.9,0.4,0,1.5,12.3,0,45677,136,430,25,13.5,86.5,18.4,NA,0,"Terrell County, TX",247,20191,"1223.3"
48445,"Terry","TX",0,0,0,0,0,0,0,4474,NA,12337,12651,35.1,81.3,4.8,0.6,0.2,0,2.6,10.5,75.3,42953,2438,4200,537,31.6,68.4,11.4,NA,0,"Terry County, TX",2848,276558,"1029.8"
48447,"Throckmorton","TX",0,0,0,0,0,0,0,412,NA,1501,1641,46.6,94.8,0.7,0.7,0.4,0,0.8,2.6,0,42746,209,721,57,13.4,86.6,21.7,NA,0,"Throckmorton County, TX",490,36168,"1354.8"
48449,"Titus","TX",0,0,0,0,0,0,0,21126,NA,32750,32334,32.5,67.6,9.6,1.1,0.7,0,2.3,18.7,49.4,49924,5246,10813,1448,23.3,76.7,16.3,1,1,"Titus County, TX",6006,681728,"881.0"
48451,"Tom Green","TX",32,0,17646,0,0,0,0,68155,25,119200,110224,34.3,81.7,4,0.8,1,0.1,2.8,9.5,84.4,54774,14713,42331,5073,13.7,86.3,24.5,2,2,"Tom Green County, TX",22841,2438046,"936.9"
48453,"Travis","TX",296,98,79803,30389,0,88834,0,431673,163,1273954,1024266,31.9,69.3,8.5,0.8,5.8,0.1,3.3,12.2,94.5,80690,134983,404467,40395,10.7,89.3,50,8,8,"Travis County, TX",105668,22660747,"466.3"
48455,"Trinity","TX",0,0,0,0,0,0,0,0,NA,14651,14585,47.3,84.3,9.4,0.5,0.3,0,1.5,3.9,22.8,43788,2597,6142,618,16.9,83.1,12.9,NA,0,"Trinity County, TX",4855,315665,"1538.0"
48457,"Tyler","TX",37,0,0,0,0,0,0,7384,NA,21672,21766,42.1,82.4,11,0.5,0.2,0,1.2,4.6,21.9,48254,3380,8007,727,18,82,13.4,NA,0,"Tyler County, TX",5771,468482,"1231.9"
48459,"Upshur","TX",6,0,0,0,0,0,0,0,NA,41753,39309,40.5,85.1,8.7,0.7,0.4,0,2.2,3,20.7,53078,6124,14925,1567,14.2,85.8,17.1,NA,0,"Upshur County, TX",9700,857114,"1131.7"
48461,"Upton","TX",0,0,0,0,0,0,0,2086,NA,3657,3355,36.5,75,1.9,1.7,0,0,2.1,19.3,0,58908,495,1256,148,24.4,75.6,9.6,1,1,"Upton County, TX",709,74459,"952.2"
48463,"Uvalde","TX",0,0,0,0,0,0,0,24127,NA,26741,26405,35.3,78.1,0.6,0.6,0.5,0,3,17.2,68.6,44690,5174,9025,1341,24.2,75.8,17.9,NA,0,"Uvalde County, TX",5325,583579,"912.5"
48465,"Val Verde","TX",13,0,0,0,0,0,0,26247,NA,49025,48879,32.3,85,1.5,0.5,0.5,0.1,2.1,10.4,89.8,45034,9786,15654,2251,31.8,68.2,18.4,1,1,"Val Verde County, TX",7691,1050138,"732.4"
48467,"Van Zandt","TX",15,64,0,0,0,0,0,0,11,56590,52579,42.1,90.9,2.7,0.9,0.3,0.1,1.8,3.3,25,55554,7586,20047,1846,15.4,84.6,15.8,NA,0,"Van Zandt County, TX",13866,1153038,"1202.6"
48469,"Victoria","TX",143,0,0,4196,0,0,0,78322,15,92084,86793,36.4,79.5,6.4,0.6,1,0,2.4,10.1,73.4,57344,12924,32187,4429,16.2,83.8,20,1,1,"Victoria County, TX",16961,1930871,"878.4"
48471,"Walker","TX",178,0,0,0,0,0,0,25056,NA,72971,67861,34.5,67.1,22.5,0.4,0.9,0,2.1,7,54.4,47519,11810,20969,2263,14,86,20.8,NA,0,"Walker County, TX",10598,1480317,"715.9"
48473,"Waller","TX",0,0,0,0,0,0,0,0,NA,55246,43205,31.7,58.5,24.9,0.8,0.5,0,2.2,13.2,38.4,61822,6687,14040,1667,17.5,82.5,21.1,4,4,"Waller County, TX",6334,943882,"671.1"
48475,"Ward","TX",17,0,0,0,0,0,0,6323,NA,11998,10658,37,77.2,4.9,0.9,0.3,0,3.3,13.4,72.1,61396,1462,3995,494,21.4,78.6,12.5,NA,0,"Ward County, TX",2452,241185,"1016.6"
48477,"Washington","TX",0,0,0,0,0,0,0,19672,NA,35882,33718,41.6,74.2,17.6,0.3,1.3,0,1.6,5,46.5,59039,3534,13037,1291,13.3,86.7,26.8,3,3,"Washington County, TX",8065,728483,"1107.1"
48479,"Webb","TX",46,0,0,6682,0,0,0,108354,16,276652,250304,27.8,88,0.5,0.4,0.6,0,1.5,9.1,97.4,52576,57053,67106,12420,32.4,67.6,18.9,5,5,"Webb County, TX",26571,5333013,"498.2"
48481,"Wharton","TX",0,0,0,0,0,0,0,7728,NA,41556,41280,37.2,72.2,14.1,0.4,0.4,0,1.8,11.1,50.1,49901,6711,15132,1934,21.7,78.3,18,NA,0,"Wharton County, TX",9194,907291,"1013.3"
48483,"Wheeler","TX",0,0,0,0,0,0,0,2183,NA,5056,5410,40.2,82.6,2.1,0.8,0.4,0,2.3,11.8,0,58544,579,2181,202,19.8,80.2,16.8,1,1,"Wheeler County, TX",1589,116218,"1367.3"
48485,"Wichita","TX",39,0,25182,20178,0,223774,0,88475,28,132230,131500,33.9,77.1,10.5,1.1,2,0.1,2.9,6.4,89.3,51535,16584,49016,6144,13.4,86.6,23.1,2,2,"Wichita County, TX",29307,2892710,"1013.1"
48487,"Wilbarger","TX",36,0,0,0,0,193119,0,7881,NA,12769,13535,38,78.2,8,1.1,0.7,0,2.5,9.4,78.1,42570,1841,5289,681,22.8,77.2,15.2,NA,0,"Wilbarger County, TX",3784,297449,"1272.2"
48489,"Willacy","TX",0,0,0,0,0,0,0,0,NA,21358,22134,32.1,85.8,2.1,0.3,0.6,0,1.8,9.3,65.4,35821,5482,5764,900,34.3,65.7,8.9,NA,0,"Willacy County, TX",3262,468798,"695.8"
48491,"Williamson","TX",275,0,42011,17357,0,0,0,160065,78,590551,422679,34.2,78.1,6.2,0.6,4.8,0.1,3.2,6.9,88,92661,31514,152606,16169,6.8,93.2,41.3,5,5,"Williamson County, TX",44451,9179013,"484.3"
48493,"Wilson","TX",0,0,0,0,0,0,0,11509,NA,51070,42918,40,89.1,1.6,0.7,0.4,0,2.1,6.1,14.1,76905,4172,15009,1420,12.4,87.6,21.8,1,1,"Wilson County, TX",7409,926303,"799.8"
48495,"Winkler","TX",0,0,0,0,0,0,0,2444,NA,8010,7110,34.7,73.7,2.2,1,0.2,0,3.1,19.8,81.9,64894,983,2578,341,30.8,69.2,8.2,NA,0,"Winkler County, TX",1626,160332,"1014.1"
48497,"Wise","TX",28,0,0,0,0,0,0,27081,13,69984,59127,38.4,88.7,1.1,0.8,0.4,0,2.1,6.9,27.9,70468,5745,21015,1911,14.7,85.3,18,5,5,"Wise County, TX",11213,1298929,"863.2"
48499,"Wood","TX",27,0,0,0,0,0,0,21138,10,45539,41964,47.5,88.7,4.7,0.7,0.4,0.1,1.4,4.1,25.8,56945,6231,17118,1296,15.3,84.7,16.6,NA,0,"Wood County, TX",12762,912558,"1398.5"
48501,"Yoakum","TX",0,0,0,0,0,0,0,4946,NA,8713,7879,32.8,74.5,0.9,0.7,0.4,0,2.7,20.8,62.7,62636,916,2643,267,36.5,63.5,12.7,NA,0,"Yoakum County, TX",1324,173991,"761.0"
48503,"Young","TX",0,0,0,0,0,0,0,9163,NA,18010,18550,41.8,90.3,1.3,0.7,0.4,0,1.9,5.4,66.4,52643,2405,7343,763,17,83,19.3,NA,0,"Young County, TX",5720,398210,"1436.4"
48505,"Zapata","TX",0,0,0,0,0,0,0,0,NA,14179,14018,28.3,93.6,0.1,0.3,0.2,0,0.6,5.2,76.5,36069,4243,4297,671,38.1,61.9,11.6,NA,0,"Zapata County, TX",1954,298205,"655.3"
48507,"Zavala","TX",0,0,0,0,0,0,0,0,NA,11840,11677,30.8,88.2,0.8,0.4,0,0.1,1.4,9.1,62,32538,3374,3573,712,33.1,66.9,10.9,NA,0,"Zavala County, TX",2138,259339,"824.4"
